artist,track,date_entered,wk1,wk2,wk3,wk4,wk5,wk6,wk7,wk8,wk9,wk10,wk11,wk12,wk13,wk14,wk15,wk16,wk17,wk18,wk19,wk20,wk21,wk22,wk23,wk24,wk25,wk26,wk27,wk28,wk29,wk30,wk31,wk32,wk33,wk34,wk35,wk36,wk37,wk38,wk39,wk40,wk41,wk42,wk43,wk44,wk45,wk46,wk47,wk48,wk49,wk50,wk51,wk52,wk53,wk54,wk55,wk56,wk57,wk58,wk59,wk60,wk61,wk62,wk63,wk64,wk65,wk66,wk67,wk68,wk69,wk70,wk71,wk72,wk73,wk74,wk75,wk76
Kandi,Don't Think I'm Not,2000-08-05,66,66.0,66.0,61.0,49.0,42.0,36.0,33.0,28.0,24.0,26.0,26.0,28.0,29.0,27.0,31.0,31.0,26.0,25.0,25.0,30.0,40.0,36.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keith, Toby",Country Comes To Tow...,2000-08-05,82,78.0,75.0,69.0,66.0,62.0,59.0,58.0,55.0,55.0,54.0,62.0,81.0,95.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keith, Toby",How Do You Like Me N...,2000-01-29,77,72.0,59.0,53.0,45.0,43.0,41.0,36.0,36.0,32.0,31.0,31.0,35.0,35.0,38.0,43.0,45.0,51.0,52.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelis,Caught Out There,1999-12-04,84,68.0,67.0,63.0,63.0,54.0,56.0,59.0,68.0,67.0,75.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny G,Auld Lang Syne (The ...,1999-12-25,89,89.0,7.0,8.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kid Rock,Only God Knows Why,2000-02-19,63,47.0,46.0,39.0,35.0,26.0,26.0,23.0,19.0,19.0,21.0,25.0,25.0,29.0,32.0,44.0,52.0,62.0,69.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kravitz, Lenny",I Belong To You,2000-03-25,78,77.0,71.0,71.0,71.0,83.0,90.0,90.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumbia Kings,U Don't Love Me,2000-03-04,81,64.0,62.0,67.0,70.0,70.0,75.0,87.0,89.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LFO,I Don't Wanna Kiss Y...,2000-04-15,63,61.0,68.0,73.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LFO,West Side Story,2000-08-05,96,84.0,88.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LL Cool J,Imagine That,2000-08-12,99,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Larrieux, Amel",Get Up,2000-03-04,100,97.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lawrence, Tracy",Lessons Learned,2000-01-29,80,73.0,61.0,61.0,48.0,48.0,48.0,48.0,44.0,42.0,40.0,40.0,50.0,66.0,81.0,93.0,94.0,99.0,99.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levert, Gerald",Baby U Are,2000-08-19,96,89.0,92.0,96.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levert, Gerald",Mr. Too Damn Good,2000-03-18,84,83.0,83.0,76.0,86.0,86.0,88.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lil Bow Wow,Bounce With Me,2000-08-19,48,35.0,24.0,24.0,20.0,20.0,20.0,20.0,22.0,27.0,27.0,36.0,40.0,53.0,61.0,69.0,80.0,90.0,99.0,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lil Wayne,Tha Block Is Hot,1999-12-04,99,89.0,92.0,84.0,84.0,72.0,81.0,81.0,86.0,87.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lil' Kim,How Many Licks?,2000-11-25,79,75.0,77.0,86.0,86.0,89.0,,,96.0,96.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lil' Kim,No Matter What They ...,2000-07-15,80,72.0,67.0,60.0,65.0,73.0,81.0,86.0,90.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lil' Mo,Ta Da,2000-08-12,100,99.0,97.0,97.0,100.0,95.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lil' Zane,Callin' Me,2000-07-29,83,89.0,57.0,40.0,34.0,21.0,33.0,46.0,45.0,59.0,67.0,84.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Limp Bizkit,N 2 Gether Now,1999-12-04,94,88.0,85.0,78.0,78.0,73.0,84.0,86.0,90.0,97.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Limp Bizkit,Re-Arranged,1999-12-04,91,91.0,90.0,95.0,95.0,99.0,96.0,96.0,92.0,88.0,89.0,93.0,91.0,91.0,89.0,90.0,93.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Limp Bizkit,Rollin',2000-11-11,77,73.0,72.0,66.0,65.0,65.0,67.0,73.0,74.0,78.0,80.0,86.0,86.0,91.0,93.0,96.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lonestar,Amazed,1999-06-05,81,54.0,44.0,39.0,38.0,33.0,29.0,29.0,32.0,27.0,26.0,24.0,27.0,32.0,33.0,35.0,35.0,40.0,43.0,50.0,,,,,,,,,,45.0,45.0,45.0,23.0,17.0,14.0,17.0,18.0,18.0,3.0,1.0,1.0,2.0,3.0,4.0,4.0,5.0,6.0,8.0,9.0,10.0,12.0,15.0,20.0,22.0,22.0,25.0,26.0,31.0,32.0,37.0,42.0,42.0,45.0,50.0,,,,,,,,,,,,
Lonestar,Smile,1999-12-18,89,80.0,80.0,80.0,65.0,47.0,44.0,42.0,39.0,39.0,43.0,41.0,43.0,45.0,50.0,58.0,67.0,78.0,85.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lonestar,What About Now,2000-06-10,78,72.0,66.0,64.0,56.0,50.0,47.0,39.0,37.0,34.0,30.0,30.0,35.0,36.0,37.0,43.0,54.0,60.0,61.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lopez, Jennifer",Feelin' Good,2000-02-19,79,79.0,66.0,54.0,54.0,54.0,54.0,51.0,61.0,79.0,96.0,,,64.0,74.0,73.0,79.0,82.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loveless, Patty",That's The Kind Of M...,2000-09-16,98,93.0,93.0,93.0,88.0,88.0,82.0,81.0,73.0,71.0,71.0,72.0,85.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lox,"Ryde or Die, Chick",2000-03-18,86,73.0,80.0,84.0,91.0,97.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucy Pearl,Dance Tonight,2000-05-20,80,75.0,63.0,59.0,55.0,49.0,42.0,42.0,40.0,40.0,36.0,43.0,46.0,54.0,72.0,84.0,84.0,86.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ludacris,What's Your Fantasy,2000-09-30,89,83.0,63.0,55.0,49.0,40.0,33.0,32.0,30.0,25.0,22.0,21.0,24.0,24.0,24.0,27.0,25.0,34.0,32.0,35.0,41.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2M,Don't Say You Love M...,1999-11-20,72,53.0,62.0,46.0,54.0,44.0,44.0,21.0,64.0,92.0,98.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2M,Mirror Mirror,2000-04-01,87,87.0,94.0,91.0,75.0,68.0,65.0,86.0,62.0,70.0,74.0,70.0,70.0,80.0,82.0,87.0,90.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madison Avenue,Don't Call Me Baby,2000-07-08,98,96.0,93.0,93.0,93.0,92.0,92.0,92.0,90.0,92.0,88.0,88.0,88.0,95.0,93.0,98.0,93.0,92.0,90.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madonna,American Pie,2000-02-19,43,35.0,29.0,29.0,33.0,32.0,40.0,58.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madonna,Music,2000-08-12,41,23.0,18.0,14.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,8.0,11.0,16.0,20.0,25.0,27.0,27.0,29.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martin, Ricky",Private Emotion,2000-03-11,76,67.0,71.0,78.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martin, Ricky",Shake Your Bon-Bon,1999-11-20,74,66.0,52.0,39.0,39.0,39.0,39.0,46.0,47.0,54.0,91.0,28.0,22.0,33.0,46.0,70.0,87.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martin, Ricky",She Bangs,2000-10-07,38,28.0,21.0,21.0,18.0,16.0,13.0,13.0,12.0,20.0,22.0,29.0,43.0,54.0,55.0,73.0,92.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mary Mary,Shackles (Praise You...,2000-03-25,90,76.0,72.0,54.0,43.0,37.0,34.0,28.0,33.0,30.0,31.0,39.0,43.0,53.0,60.0,70.0,71.0,76.0,84.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Master P,Souljas,2000-11-18,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McBride, Martina",Love's The Only Hous...,2000-02-05,79,69.0,65.0,58.0,53.0,52.0,52.0,48.0,45.0,43.0,42.0,42.0,50.0,60.0,64.0,75.0,91.0,93.0,92.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McBride, Martina",There You Are,2000-09-09,79,75.0,75.0,75.0,73.0,64.0,60.0,60.0,60.0,63.0,63.0,82.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McEntire, Reba",I'll Be,2000-05-13,89,79.0,79.0,72.0,69.0,64.0,61.0,57.0,55.0,55.0,52.0,51.0,53.0,60.0,81.0,84.0,93.0,91.0,94.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McEntire, Reba",What Do You Say,1999-10-30,88,76.0,71.0,71.0,69.0,63.0,56.0,51.0,46.0,46.0,53.0,43.0,33.0,31.0,34.0,41.0,50.0,60.0,68.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McGraw, Tim",My Best Friend,1999-11-27,85,76.0,71.0,64.0,54.0,54.0,55.0,46.0,38.0,29.0,29.0,33.0,32.0,31.0,36.0,38.0,39.0,41.0,46.0,49.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McGraw, Tim",My Next Thirty Years,2000-10-21,73,62.0,56.0,52.0,46.0,40.0,36.0,31.0,27.0,27.0,28.0,40.0,33.0,33.0,39.0,40.0,48.0,53.0,58.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McGraw, Tim",Some Things Never Ch...,2000-05-13,76,66.0,66.0,65.0,63.0,60.0,60.0,58.0,58.0,58.0,58.0,59.0,70.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McKnight, Brian",Stay Or Let It Go,2000-02-26,95,92.0,82.0,78.0,76.0,88.0,100.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Messina, Jo Dee",Because You Love Me,2000-01-29,83,78.0,71.0,71.0,66.0,55.0,53.0,57.0,61.0,61.0,61.0,72.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Messina, Jo Dee",That's The Way,2000-06-24,78,67.0,63.0,54.0,50.0,44.0,38.0,30.0,27.0,25.0,31.0,28.0,30.0,28.0,32.0,35.0,48.0,46.0,51.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metallica,I Disappear,2000-05-13,86,84.0,88.0,81.0,81.0,76.0,81.0,81.0,78.0,84.0,83.0,82.0,87.0,88.0,91.0,94.0,98.0,95.0,89.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metallica,No Leaf Clover (Live...,2000-02-12,86,81.0,78.0,76.0,74.0,80.0,86.0,93.0,95.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montgomery Gentry,Daddy Won't Sell The...,2000-03-04,87,83.0,81.0,79.0,81.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montgomery, John Michael",The Little Girl,2000-09-09,81,67.0,64.0,56.0,45.0,41.0,41.0,35.0,35.0,38.0,37.0,42.0,45.0,50.0,57.0,63.0,62.0,83.0,74.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moore, Chante",Straight Up,2000-10-28,98,98.0,97.0,90.0,85.0,83.0,83.0,97.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moore, Mandy",I Wanna Be With You,2000-06-17,69,63.0,54.0,50.0,45.0,42.0,31.0,28.0,24.0,34.0,42.0,53.0,65.0,66.0,77.0,94.0,99.0,,,,,93.0,91.0,91.0,90.0,89.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mumba, Samantha",Gotta Tell You,2000-09-09,85,72.0,65.0,49.0,39.0,25.0,20.0,10.0,9.0,8.0,6.0,5.0,7.0,4.0,6.0,7.0,13.0,17.0,17.0,23.0,29.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Musiq,Just Friends,2000-10-14,89,83.0,65.0,55.0,54.0,54.0,52.0,44.0,41.0,34.0,32.0,31.0,35.0,34.0,41.0,41.0,48.0,54.0,58.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mya,Case Of The Ex (What...,2000-08-19,72,57.0,52.0,47.0,42.0,31.0,24.0,18.0,17.0,17.0,17.0,10.0,9.0,9.0,7.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,8.0,11.0,15.0,19.0,24.0,23.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mya,The Best Of Me,2000-04-15,85,70.0,65.0,62.0,55.0,50.0,50.0,56.0,61.0,61.0,72.0,84.0,81.0,86.0,86.0,94.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystikal,Shake Ya Ass,2000-08-12,97,90.0,65.0,41.0,34.0,25.0,22.0,15.0,15.0,14.0,14.0,13.0,13.0,13.0,17.0,19.0,24.0,30.0,42.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N'Sync,Bye Bye Bye,2000-01-29,42,20.0,19.0,14.0,13.0,7.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,6.0,6.0,7.0,9.0,12.0,18.0,20.0,27.0,34.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N'Sync,It's Gonna Be Me,2000-05-06,82,70.0,51.0,39.0,26.0,19.0,15.0,9.0,7.0,7.0,5.0,4.0,1.0,1.0,3.0,4.0,6.0,10.0,13.0,15.0,18.0,23.0,28.0,38.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N'Sync,This I Promise You,2000-09-30,68,31.0,19.0,15.0,11.0,6.0,7.0,7.0,6.0,5.0,6.0,7.0,10.0,12.0,11.0,9.0,11.0,12.0,20.0,22.0,26.0,30.0,30.0,39.0,41.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nas,You Owe Me,2000-03-25,74,72.0,68.0,59.0,59.0,59.0,67.0,67.0,63.0,69.0,75.0,82.0,79.0,88.0,95.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nelly,(Hot S**t) Country G...,2000-04-29,100,99.0,96.0,76.0,55.0,37.0,24.0,24.0,30.0,36.0,37.0,30.0,23.0,21.0,17.0,17.0,15.0,11.0,11.0,10.0,7.0,7.0,8.0,10.0,11.0,12.0,12.0,17.0,19.0,23.0,33.0,37.0,36.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Next,Wifey,2000-05-27,85,61.0,46.0,40.0,36.0,31.0,25.0,22.0,25.0,24.0,21.0,20.0,19.0,19.0,8.0,7.0,10.0,12.0,21.0,25.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nine Days,Absolutely (Story Of...,2000-05-06,85,71.0,59.0,52.0,39.0,34.0,26.0,20.0,17.0,13.0,11.0,6.0,6.0,8.0,8.0,7.0,8.0,9.0,11.0,12.0,14.0,18.0,26.0,30.0,36.0,41.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nine Days,If I Am,2000-12-02,68,68.0,81.0,94.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Doubt,Simple Kind Of Life,2000-07-01,50,40.0,39.0,38.0,38.0,48.0,52.0,55.0,80.0,85.0,88.0,100.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nu Flavor,3 Little Words,2000-06-03,97,97.0,89.0,89.0,94.0,90.0,99.0,97.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Offspring, The",Original Prankster,2000-11-25,74,71.0,70.0,70.0,77.0,78.0,91.0,89.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paisley, Brad",Me Neither,2000-05-13,87,85.0,90.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paisley, Brad",We Danced,2000-10-14,71,68.0,52.0,52.0,45.0,42.0,39.0,34.0,34.0,29.0,36.0,42.0,55.0,53.0,57.0,64.0,72.0,84.0,83.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papa Roach,Last Resort,2000-07-29,75,71.0,69.0,69.0,66.0,64.0,61.0,61.0,66.0,64.0,63.0,60.0,65.0,66.0,62.0,66.0,64.0,64.0,57.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearl Jam,Nothing As It Seems,2000-05-13,49,70.0,84.0,89.0,93.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pink,Most Girls,2000-08-12,85,70.0,52.0,36.0,27.0,21.0,15.0,13.0,12.0,8.0,5.0,5.0,5.0,6.0,5.0,4.0,6.0,8.0,11.0,14.0,14.0,16.0,18.0,21.0,26.0,39.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pink,There U Go,2000-03-04,25,15.0,12.0,11.0,11.0,7.0,7.0,12.0,14.0,15.0,15.0,17.0,19.0,16.0,15.0,14.0,12.0,10.0,10.0,10.0,8.0,9.0,12.0,16.0,20.0,22.0,33.0,39.0,39.0,41.0,46.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Price, Kelly",As We Lay,2000-07-15,82,69.0,69.0,64.0,71.0,79.0,82.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
